date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2021-03-30,394.42,395.45,393.02,394.73,366.7250057475671,76262249,0.0000,1.0
2021-03-31,395.34,398.0,395.31,396.33,368.21149020326106,112734214,0.0000,1.0
2021-04-01,398.4,400.67,398.18,400.61,372.18783612224263,99682876,0.0000,1.0
2021-04-05,403.46,406.94,403.38,406.36,377.5298896348931,91684764,0.0000,1.0
2021-04-06,405.76,407.24,405.4,406.12,377.30691696653895,62020953,0.0000,1.0
2021-04-07,405.94,406.96,405.45,406.59,377.74357177539906,55836280,0.0000,1.0
2021-04-08,407.93,408.58,406.93,408.52,379.53664365008,57863114,0.0000,1.0
2021-04-09,408.39,411.67,408.26,411.49,382.29593042096207,61104559,0.0000,1.0
2021-04-12,410.85,411.93,410.2,411.64,382.4352883386834,56704899,0.0000,1.0
2021-04-13,411.53,413.529,411.12,412.86,383.5687327361501,56550988,0.0000,1.0
2021-04-14,412.83,413.96,410.87,411.45,382.2587683095697,61659907,0.0000,1.0
2021-04-15,413.74,416.16,413.69,415.87,386.3651816184245,60229842,0.0000,1.0
2021-04-16,417.25,417.91,415.73,417.26,387.65656498930866,82037278,0.0000,1.0
2021-04-19,416.26,416.74,413.79,415.21,385.7520067804507,78498496,0.0000,1.0
2021-04-20,413.91,415.0859,410.59,412.17,382.92768631463207,81851828,0.0000,1.0
2021-04-21,411.51,416.29,411.36,416.07,386.5509921753862,66792983,0.0000,1.0
2021-04-22,415.89,416.78,411.13,412.27,383.0205915931129,97582788,0.0000,1.0
2021-04-23,412.87,418.25,412.79,416.74,387.17345754120817,73276195,0.0000,1.0
2021-04-26,417.44,418.22,416.8111,417.61,387.98173346399176,52182392,0.0000,1.0
2021-04-27,417.93,418.14,416.3,417.52,387.89811871335894,51303056,0.0000,1.0
2021-04-28,417.81,419.01,416.9,417.4,387.7866323791819,51238854,0.0000,1.0
2021-04-29,420.32,420.72,416.44,420.06,390.25791278677326,78544329,0.0000,1.0
2021-04-30,417.63,418.54,416.34,417.3,387.69372710070104,85527030,0.0000,1.0
2021-05-03,419.43,419.84,417.665,418.2,388.52987460702894,68128289,0.0000,1.0
2021-05-04,416.07,416.6,411.67,415.62,386.1329184222223,101591166,0.0000,1.0
2021-05-05,417.38,417.63,415.15,415.75,386.25369528424744,39960661,0.0000,1.0
2021-05-06,415.83,419.21,413.675,419.07,389.3381505298126,74321368,0.0000,1.0
2021-05-07,419.89,422.815,419.16,422.12,392.17176152347935,67733790,0.0000,1.0
2021-05-10,422.5,422.74,417.81,417.94,388.28832088297867,81852446,0.0000,1.0
2021-05-11,413.1,415.27,410.06,414.21,384.8229539956419,116887975,0.0000,1.0
2021-05-12,411.23,412.59,404.0,405.41,376.64728948932475,134811046,0.0000,1.0
2021-05-13,407.07,412.35,407.02,410.28,381.17177655134344,106393963,0.0000,1.0
2021-05-14,413.21,417.49,413.18,416.58,387.0248090956387,82201629,0.0000,1.0
2021-05-17,415.39,416.39,413.36,415.52,386.0400131437414,65129221,0.0000,1.0
2021-05-18,415.8,416.06,411.77,411.94,382.71400417412605,59810238,0.0000,1.0
2021-05-19,406.92,411.05,405.33,410.86,381.71062716653256,106467052,0.0000,1.0
2021-05-20,411.8,416.625,411.67,415.28,385.81704047538733,78022218,0.0000,1.0
2021-05-21,416.87,418.2,414.45,414.94,385.50116252855236,76578662,0.0000,1.0
2021-05-24,417.34,420.32,417.08,419.17,389.4310558082935,51376702,0.0000,1.0
2021-05-25,420.33,420.71,417.62,418.24,388.5670367184213,57451396,0.0000,1.0
2021-05-26,418.87,419.61,417.76,419.07,389.3381505298126,43088618,0.0000,1.0
2021-05-27,420.17,420.72,418.9851,419.29,389.54254214247055,56707677,0.0000,1.0
2021-05-28,420.97,421.25,419.79,420.04,390.23933173107713,58520164,0.0000,1.0
2021-06-01,422.57,422.72,419.2,419.67,389.89558220069785,54216625,0.0000,1.0
2021-06-02,420.37,421.23,419.29,420.33,390.5087570386716,49097061,0.0000,1.0
2021-06-03,417.85,419.99,416.28,418.77,389.05943469436994,58138763,0.0000,1.0
2021-06-04,420.75,422.92,418.8422,422.6,392.6177068601876,55938789,0.0000,1.0
2021-06-07,422.59,422.78,421.19,422.19,392.2367952184159,51555032,0.0000,1.0
2021-06-08,423.11,423.21,420.32,422.28,392.32040996904874,47134279,0.0000,1.0
2021-06-09,423.18,423.26,421.41,421.65,391.7351067146192,48436342,0.0000,1.0
2021-06-10,422.96,424.63,421.55,423.61,393.55605017284444,51020147,0.0000,1.0
2021-06-11,424.2,424.43,422.82,424.31,394.2063871222106,45570828,0.0000,1.0
2021-06-14,424.43,425.37,423.1,425.26,395.08898726777886,42358478,0.0000,1.0
2021-06-15,425.42,425.46,423.54,424.48,394.36432609562803,51508508,0.0000,1.0
2021-06-16,424.63,424.87,419.92,422.11,392.1624709956313,79250069,0.0000,1.0
2021-06-17,421.67,423.02,419.32,421.97,392.032403605758,90949659,0.0000,1.0
2021-06-18,417.09,417.8281,414.7,414.92,386.76084197315504,118676302,1.3759,1.0
2021-06-21,416.8,421.06,415.93,420.86,392.2977151085077,72822028,0.0000,1.0
2021-06-22,420.85,424.0,420.08,423.11,394.39501553856553,57700303,0.0000,1.0
2021-06-23,423.19,424.05,422.51,422.6,393.91962744108577,49445414,0.0000,1.0
2021-06-24,424.89,425.55,424.62,425.1,396.24996125226113,45110288,0.0000,1.0
2021-06-25,425.9,427.0943,425.55,426.61,397.6574828742111,58129525,0.0000,1.0
2021-06-28,427.17,427.65,425.89,427.47,398.45911770525544,53159581,0.0000,1.0
2021-06-29,427.88,428.56,427.13,427.7,398.67350841588353,35970515,0.0000,1.0
2021-06-30,427.21,428.78,427.18,428.06,399.0090764846928,64827858,0.0000,1.0
2021-07-01,428.87,430.6,428.8,430.43,401.21823293768705,53441027,0.0000,1.0
2021-07-02,431.67,434.1,430.5218,433.72,404.28495223319385,57697668,0.0000,1.0
2021-07-06,433.78,434.01,430.01,432.93,403.5485667488624,68710419,0.0000,1.0
2021-07-07,433.66,434.76,431.51,434.46,404.9747310413017,63549456,0.0000,1.0
2021-07-08,428.78,431.73,427.52,430.92,401.67497836467743,97595232,0.0000,1.0
2021-07-09,432.53,435.84,430.714,435.52,405.96279257724007,76238584,0.0000,1.0
2021-07-12,435.43,437.35,434.97,437.08,407.41692087541355,52889585,0.0000,1.0
2021-07-13,436.24,437.84,435.31,435.59,406.02804192395297,52911312,0.0000,1.0
2021-07-14,437.4,437.92,434.91,436.24,406.6339287148586,64130352,0.0000,1.0
2021-07-15,434.81,435.53,432.72,434.75,405.2450497633981,55126358,0.0000,1.0
2021-07-16,436.01,436.06,430.92,431.34,402.06647444495485,75874662,0.0000,1.0
2021-07-19,426.19,431.4089,421.97,424.97,396.12878389408,147987000,0.0000,1.0
2021-07-20,425.68,432.42,424.83,431.06,401.80547705810324,99608174,0.0000,1.0
2021-07-21,432.34,434.7,431.0111,434.55,405.05862305850405,64724389,0.0000,1.0
2021-07-22,434.74,435.72,433.69,435.46,405.90686456577185,47878539,0.0000,1.0
2021-07-23,437.52,440.3,436.79,439.94,410.0828227553982,63766637,0.0000,1.0
2021-07-26,439.31,441.03,439.26,441.02,411.0895269618259,43719187,0.0000,1.0
2021-07-27,439.91,439.94,435.99,439.01,409.21593857764094,67397137,0.0000,1.0
2021-07-28,439.68,440.3,437.31,438.83,409.0481545432363,52472360,0.0000,1.0
2021-07-29,439.815,441.8,439.81,440.65,410.74463755777197,45910298,0.0000,1.0
2021-07-30,437.91,440.06,437.77,438.51,408.74987181540587,68951202,0.0000,1.0
2021-08-02,440.34,440.93,437.21,437.59,407.8923089728933,58783297,0.0000,1.0
2021-08-03,438.44,441.28,436.1,441.15,411.21070432000704,58053896,0.0000,1.0
2021-08-04,439.78,441.1243,438.73,438.98,409.18797457190686,46732212,0.0000,1.0
2021-08-05,440.22,441.85,439.88,441.76,411.77930576993384,38969659,0.0000,1.0
2021-08-06,442.1,442.94,441.8,442.49,412.45976324279707,46930008,0.0000,1.0
2021-08-09,442.46,442.795,441.31,442.13,412.1241951739878,41222585,0.0000,1.0
2021-08-10,442.61,443.44,441.88,442.68,412.6368686124464,43339275,0.0000,1.0
2021-08-11,443.82,443.88199999999995,442.62,443.78,413.6622154893635,44034340,0.0000,1.0
2021-08-12,443.62,445.2572,442.66,445.11,414.90195307690885,38942418,0.0000,1.0
2021-08-13,445.59,445.94,445.07,445.92,415.6569812317297,38673164,0.0000,1.0
2021-08-16,444.53,447.11,442.87,446.97,416.63572143242334,73930864,0.0000,1.0
2021-08-17,444.24,444.96,440.85,444.04,413.9045702057258,92673933,0.0000,1.0
2021-08-18,442.96,444.625,438.92,439.18,409.3744012768009,89351931,0.0000,1.0
2021-08-19,436.27,441.14,436.12,439.86,410.0082520734406,92812246,0.0000,1.0
2021-08-20,440.23,443.71,439.71,443.36,413.2707194090861,72008712,0.0000,1.0
2021-08-23,445.16,448.23,443.4355,447.26,416.90604015451964,54973038,0.0000,1.0
2021-08-24,447.97,448.54,447.42,447.97,417.5678549568935,38744714,0.0000,1.0
2021-08-25,448.17,449.457,447.77,448.91,418.4440604698955,40529711,0.0000,1.0
2021-08-26,448.61,448.86,446.16,446.26,415.9739066300495,57829572,0.0000,1.0
2021-08-27,447.12,450.65,447.06,450.25,419.69311939268545,77235113,0.0000,1.0
2021-08-30,450.97,453.07,450.71,452.23,421.53874377113635,48357355,0.0000,1.0
2021-08-31,452.13,452.49,450.92,451.56,420.91421430974134,59300213,0.0000,1.0
2021-09-01,452.56,453.11,451.545,451.8,421.1379263556142,48721378,0.0000,1.0
2021-09-02,453.32,454.05,451.91,453.19,422.4335919546277,42830867,0.0000,1.0
2021-09-03,451.98,453.63,451.55,453.08,422.33105726693594,47234364,0.0000,1.0
2021-09-07,452.71,452.81,450.7423,451.46,420.8210009572943,51671534,0.0000,1.0
2021-09-08,450.89,451.67,448.86,450.91,420.30832751883577,56181907,0.0000,1.0
2021-09-09,450.7,452.57,448.72,448.98,418.5093098166084,57970407,0.0000,1.0
2021-09-10,451.04,451.49,445.31,445.44,415.209557139984,89948174,0.0000,1.0
2021-09-13,448.64,448.92,444.11,446.58,416.27218935787994,83738649,0.0000,1.0
2021-09-14,448.12,448.34,443.22,444.17,414.0257475639069,78197140,0.0000,1.0
2021-09-15,444.62,448.41,443.44,447.88,417.48396293969114,78792222,0.0000,1.0
2021-09-16,447.32,448.36,444.02,447.17,416.82214813731736,77786735,0.0000,1.0
2021-09-17,444.92,445.37,441.02,441.4,412.7749334336903,118425037,1.4281,1.0
2021-09-20,434.88,436.56,428.86,434.04,405.8922340452174,166445534,0.0000,1.0
2021-09-21,436.53,437.91,433.07,433.63,405.5088228021095,92526112,0.0000,1.0
2021-09-22,436.05,440.03,433.74699999999996,437.86,409.4645046517346,102350143,0.0000,1.0
2021-09-23,439.85,444.89,439.6,443.18,414.4394993184025,76395981,0.0000,1.0
2021-09-24,441.44,444.67,441.21,443.91,415.12215836100927,62094837,0.0000,1.0
2021-09-27,442.81,444.05,441.9,442.64,413.93451865674825,61371108,0.0000,1.0
2021-09-28,439.69,440.04,432.94,433.72,405.5929862457186,130436306,0.0000,1.0
2021-09-29,435.19,437.04,433.85,434.45,406.2756452883252,82329213,0.0000,1.0
2021-09-30,436.02,436.77,428.78,429.14,401.3100021153916,140505979,0.0000,1.0
2021-10-01,430.98,436.0329,427.23,434.24,406.0792639199041,129240106,0.0000,1.0
2021-10-04,433.0,433.96,426.36,428.64,400.8424274286747,128569957,0.0000,1.0
2021-10-05,430.24,435.49,429.39,433.1,405.0131936341896,90682520,0.0000,1.0
2021-10-06,429.27,435.1199,427.54,434.9,406.69646250637044,113032245,0.0000,1.0
2021-10-07,438.39,441.68,438.2,438.66,410.21262415048164,72437499,0.0000,1.0
2021-10-08,439.48,439.89,437.19,437.86,409.4645046517346,74557404,0.0000,1.0
2021-10-11,437.16,440.26,434.62,434.69,406.50008113794934,65233285,0.0000,1.0
2021-10-12,435.67,436.1,432.78,433.62,405.4994713083752,71181163,0.0000,1.0
2021-10-13,434.71,436.05,431.54,435.18,406.9583043309319,72973979,0.0000,1.0
2021-10-14,439.08,442.66,438.58,442.5,413.80359774446754,70236825,0.0000,1.0
2021-10-15,444.75,446.26,444.09,445.87,416.9550511329395,66260210,0.0000,1.0
2021-10-18,443.97,447.55,443.27,447.19,418.1894483058722,62213228,0.0000,1.0
2021-10-19,448.92,450.71,448.27,450.64,421.41571364421884,46996827,0.0000,1.0
2021-10-20,451.13,452.73199999999997,451.01,452.41,423.07092803519674,49571569,0.0000,1.0
2021-10-21,451.77,453.829,451.31,453.59,424.1744042958486,41305438,0.0000,1.0
2021-10-22,453.13,454.67,451.05,453.12,423.73488409033473,58845088,0.0000,1.0
2021-10-25,454.28,455.9,452.39,455.55,426.00729706777895,45214507,0.0000,1.0
2021-10-26,457.2,458.49,455.56,455.96,426.3907083108868,56075116,0.0000,1.0
2021-10-27,456.45,457.16,453.86,453.94,424.5017065765505,72437997,0.0000,1.0
2021-10-28,455.46,458.4,455.45,458.32,428.5976608321906,51437944,0.0000,1.0
2021-10-29,455.87,459.56,455.56,459.25,429.4673497494841,70162424,0.0000,1.0
2021-11-01,460.3,460.7021,458.2,460.04,430.20611775449686,47474495,0.0000,1.0
2021-11-02,460.22,462.23,460.08,461.9,431.9454955890837,47840033,0.0000,1.0
2021-11-03,461.3,465.15,460.83,464.72,434.58261682216715,52509825,0.0000,1.0
2021-11-04,465.36,467.0,464.99,466.91,436.6305939499872,52847087,0.0000,1.0
2021-11-05,469.28,470.65,466.92,468.53,438.14553593495,66390563,0.0000,1.0
2021-11-08,469.7,470.23,468.2031,468.93,438.5195956843235,50405194,0.0000,1.0
2021-11-09,469.32,469.57,465.88,467.38,437.0701141555011,50232447,0.0000,1.0
2021-11-10,465.58,467.38,462.04,463.62,433.5539525113899,69429653,0.0000,1.0
2021-11-11,465.21,465.29,463.75,463.77,433.694224917405,34848495,0.0000,1.0
2021-11-12,465.12,467.86,464.11,467.27,436.9672477244234,51018081,0.0000,1.0
2021-11-15,468.64,468.81,466.23,467.43,437.1168716241728,46980500,0.0000,1.0
2021-11-16,467.15,470.485,467.07,469.28,438.84689796502533,48857502,0.0000,1.0
2021-11-17,469.0,469.19,467.48,468.14,437.7808276793108,47858289,0.0000,1.0
2021-11-18,469.24,470.01,466.34,469.73,439.2677151830706,50625607,0.0000,1.0
2021-11-19,469.61,470.94,468.5,468.89,438.48218970938615,57315573,0.0000,1.0
2021-11-22,470.89,473.54,467.35,467.57,437.2477925364535,72761954,0.0000,1.0
2021-11-23,467.22,469.095,464.45,468.19,437.8275851479825,73206538,0.0000,1.0
2021-11-24,466.06,469.57,465.19,469.44,438.99652186477476,61858813,0.0000,1.0
2021-11-26,462.34,463.9,457.77,458.97,429.20550792492264,112669636,0.0000,1.0
2021-11-29,464.07,466.56,461.73,464.6,434.4703988973551,86268818,0.0000,1.0
2021-11-30,462.0,464.03,455.3,455.56,426.0166485615133,148559598,0.0000,1.0
2021-12-01,461.64,464.67,450.29,450.5,421.2847927319381,132485835,0.0000,1.0
2021-12-02,450.73,459.07,450.31,457.4,427.7373234086315,127637758,0.0000,1.0
2021-12-03,459.17,460.3,448.92,453.42,424.01542890236493,137331647,0.0000,1.0
2021-12-06,456.13,460.79,453.56,458.79,429.03718103770456,98977532,0.0000,1.0
2021-12-07,464.41,468.88,458.6546,468.28,437.9117485915915,95484688,0.0000,1.0
2021-12-08,468.7,470.0,466.83,469.52,439.07133381464945,72238777,0.0000,1.0
2021-12-09,468.15,469.6291,466.14,466.35,436.1069103008643,61272568,0.0000,1.0
2021-12-10,469.23,470.9,466.51,470.74,440.21221605023874,77159757,0.0000,1.0
2021-12-13,470.19,470.56,466.27,466.57,436.3126431630197,87724680,0.0000,1.0
2021-12-14,463.09,465.74,460.25,463.36,433.31081367429715,97264128,0.0000,1.0
2021-12-15,463.42,470.86,460.74,470.6,440.081295137958,116899251,0.0000,1.0
2021-12-16,472.57,472.87,464.8,466.45,436.20042523820763,116568626,0.0000,1.0
2021-12-17,461.55,464.74,458.06,459.87,431.5774497853308,135636510,1.6364,1.0
2021-12-20,454.48,455.4,451.14,454.98,426.98829691723705,107134822,0.0000,1.0
2021-12-21,458.61,463.21,456.31,463.06,434.57119163588686,69806260,0.0000,1.0
2021-12-22,462.79,467.81,462.58,467.69,438.9163404660042,58890223,0.0000,1.0
2021-12-23,468.75,472.19,468.64,470.6,441.6473087372011,56439745,0.0000,1.0
2021-12-27,472.06,477.31,472.01,477.26,447.8975660176723,56808619,0.0000,1.0
2021-12-28,477.72,478.81,476.06,476.87,447.5315599607078,47274585,0.0000,1.0
2021-12-29,476.98,478.56,475.92,477.48,448.1040309728831,54502964,0.0000,1.0
2021-12-30,477.93,479.0,475.67,476.16,446.86524124161855,55329041,0.0000,1.0
2021-12-31,475.64,476.86,474.67,474.96,445.7390687586507,63617437,0.0000,1.0
2022-01-03,476.3,477.85,473.85,477.71,448.31988069878525,72668233,0.0000,1.0
2022-01-04,479.22,479.98,475.58,477.55,448.1697243677229,71178678,0.0000,1.0
2022-01-05,477.16,477.98,468.2801,468.38,439.5638896437107,104538940,0.0000,1.0
2022-01-06,467.89,470.82,465.43,467.94,439.1509597332892,86858900,0.0000,1.0
2022-01-07,467.95,469.2,464.65,466.09,437.4147771553805,85111593,0.0000,1.0
2022-01-10,462.7,465.74,456.5973,465.51,436.8704604552794,119361989,0.0000,1.0
2022-01-11,465.23,469.85,462.05,469.75,440.8496032284323,73332978,0.0000,1.0
2022-01-12,471.59,473.2,468.94,471.02,442.04146910623984,67605444,0.0000,1.0
2022-01-13,472.19,472.88,463.44,464.53,435.95075292752233,91173121,0.0000,1.0
2022-01-14,461.19,465.09,459.9,464.72,436.12906357065896,95890948,0.0000,1.0
2022-01-18,459.74,459.96,455.31,456.49,428.4053972916382,107848237,0.0000,1.0
2022-01-19,458.13,459.6124,451.46,451.75,423.9570159839154,104945382,0.0000,1.0
2022-01-20,453.75,458.74,444.5,446.75,419.2646306382163,122379696,0.0000,1.0
2022-01-21,445.56,448.06,437.95,437.98,411.0341867418601,202271241,0.0000,1.0
2022-01-24,432.03,440.38,420.76,439.84,412.77975409046013,252496719,0.0000,1.0
2022-01-25,433.06,439.72,427.15,434.47,407.7401322291793,167997325,0.0000,1.0
2022-01-26,440.72,444.04,428.86,433.38,406.7171922238169,186391088,0.0000,1.0
2022-01-27,438.26,441.59,429.45,431.24,404.70885129585764,149878307,0.0000,1.0
2022-01-28,432.68,442.0,427.82,441.95,414.75994070634516,164457370,0.0000,1.0
2022-01-31,441.24,450.28,439.81,449.91,422.2302181766982,152251425,0.0000,1.0
2022-02-01,450.68,453.63,446.9384,452.95,425.0831884668832,123155382,0.0000,1.0
2022-02-02,455.5,458.12,453.05,457.35,429.21248757109845,117360953,0.0000,1.0
2022-02-03,450.95,452.97,445.71,446.6,419.12385907784534,118024442,0.0000,1.0
2022-02-04,446.35,452.78,443.83,448.7,421.09466092303893,118454352,0.0000,1.0
2022-02-07,449.51,450.99,445.85,447.26,419.7432539434776,84472859,0.0000,1.0
2022-02-08,446.73,451.92,445.22,450.94,423.1968495579122,81012036,0.0000,1.0
2022-02-09,455.22,457.88,455.005,457.54,429.390798214235,92589929,0.0000,1.0
2022-02-10,451.34,457.71,447.2,449.32,421.67651670590567,140103712,0.0000,1.0
2022-02-11,449.41,451.605,438.94,440.46,413.3616098733268,153214597,0.0000,1.0
2022-02-14,439.92,441.6,435.34,439.02,412.01020289376544,123006262,0.0000,1.0
2022-02-15,443.73,446.28,443.18,446.1,418.6546205432754,88659503,0.0000,1.0
2022-02-16,443.93,448.055,441.94,446.6,419.12385907784534,84863585,0.0000,1.0
2022-02-17,443.22,446.5652,436.42,437.06,410.17078783825144,102259108,0.0000,1.0
2022-02-18,437.33,438.66,431.82,434.23,407.5148977325857,132642896,0.0000,1.0
2022-02-22,431.89,435.5,425.86,429.57,403.1415945903941,122145129,0.0000,1.0
2022-02-23,432.66,433.26,421.35,421.95,395.9903993235487,132578005,0.0000,1.0
2022-02-24,411.02,428.76,410.64,428.3,401.9497287125866,213942946,0.0000,1.0
2022-02-25,429.61,437.84,427.86,437.75,410.8183370159579,121804459,0.0000,1.0
2022-02-28,432.03,438.2,430.7,436.63,409.7672426985213,145615029,0.0000,1.0
2022-03-01,435.04,437.17,427.11,429.98,403.5263701887415,137785908,0.0000,1.0
2022-03-02,432.37,439.72,431.57,437.89,410.94972380563746,117726525,0.0000,1.0
2022-03-03,440.47,441.11,433.8,435.71,408.90384379491263,105501715,0.0000,1.0
2022-03-04,431.75,433.37,427.88,432.17,405.5816349701577,114083256,0.0000,1.0
2022-03-07,431.55,432.3018,419.36,419.43,393.62543710931635,137896560,0.0000,1.0
2022-03-08,419.62,427.21,415.12,416.25,390.6410800294517,164772744,0.0000,1.0
2022-03-09,425.14,429.51,422.82,427.41,401.11448412105216,116990765,0.0000,1.0
2022-03-10,422.52,426.43,420.44,425.48,399.30322337761226,93972655,0.0000,1.0
2022-03-11,428.12,428.77,419.53,420.07,394.2260624335658,95636277,0.0000,1.0
2022-03-14,420.89,424.55,415.79,417.0,391.34493783130654,95729188,0.0000,1.0
2022-03-15,419.77,426.84,418.42,426.17,399.95077255531874,106219117,0.0000,1.0
2022-03-16,429.89,435.68,424.8,435.62,408.81938085869007,144954805,0.0000,1.0
2022-03-17,433.59,441.07,433.19,441.07,413.9340808855021,102676870,0.0000,1.0
2022-03-18,438.0,444.86,437.22,444.52,418.4537948967731,102665985,1.3660,1.0
2022-03-21,444.34,446.46,440.68,444.39,418.331417965844,87350111,0.0000,1.0
2022-03-22,445.86,450.58,445.86,449.59,423.226495203006,73464881,0.0000,1.0
2022-03-23,446.91,448.49,443.71,443.8,417.7760149716276,79426098,0.0000,1.0
2022-03-24,445.94,450.5,444.76,450.49,424.0737201094379,64736892,0.0000,1.0
2022-03-25,451.16,452.98,448.43,452.69,426.1447143251602,76123606,0.0000,1.0
2022-03-28,452.06,455.91,450.06,455.91,429.17589676817204,68529767,0.0000,1.0
2022-03-29,460.02,462.07,457.18,461.55,434.48517284847844,86581542,0.0000,1.0
2022-03-30,460.34,461.195,456.465,458.7,431.8022939781108,79666942,0.0000,1.0
2022-03-31,457.89,458.76,451.16,451.64,425.15628526765636,121699948,0.0000,1.0
2022-04-01,453.31,453.46,449.14,452.92,426.3612273568039,89048773,0.0000,1.0
2022-04-04,453.13,456.91,452.26,456.8,430.0137080645324,59601000,0.0000,1.0
2022-04-05,455.22,457.83,449.82,451.03,424.5820550532969,72741037,0.0000,1.0
2022-04-06,446.89,448.93,443.47,446.52,420.33651691106616,106897970,0.0000,1.0
2022-04-07,445.59,450.69,443.53,448.77,422.45457917714583,78097214,0.0000,1.0
2022-04-08,447.97,450.63,445.94,447.57,421.32494596857,79272711,0.0000,1.0
2022-04-11,444.11,445.0,439.39,439.92,414.1235342638991,89770538,0.0000,1.0
2022-04-12,443.08,445.75,436.6501,438.29,412.5891158222503,84363635,0.0000,1.0
2022-04-13,438.03,444.11,437.84,443.31,417.31474807812583,74070394,0.0000,1.0
2022-04-14,443.55,444.7301,437.68,437.79,412.11843531867703,97869451,0.0000,1.0
2022-04-18,436.81,439.75,435.61,437.97,412.2878802999634,66002498,0.0000,1.0
2022-04-19,437.86,445.8,437.68,445.04,418.9433026204893,77821013,0.0000,1.0
2022-04-20,446.92,447.57,443.48,444.71,418.6326534881309,64140001,0.0000,1.0
2022-04-21,448.54,450.01,437.1,438.06,412.37260279060655,85417327,0.0000,1.0
2022-04-22,436.91,438.0825,425.44,426.04,401.05744348470535,132471772,0.0000,1.0
2022-04-25,423.67,428.69,418.84,428.51,403.3826051723572,119647748,0.0000,1.0
2022-04-26,425.83,426.04,416.07,416.1,391.7003150736689,100647304,0.0000,1.0
2022-04-27,417.24,422.92,415.01,417.27,392.8017074520303,122029990,0.0000,1.0
2022-04-28,422.29,429.64,417.6,427.81,402.72365246735467,105449088,0.0000,1.0
2022-04-29,423.59,425.87,411.21,412.0,387.84073494436814,145491088,0.0000,1.0
2022-05-02,412.07,415.92,405.02,414.48,390.17531024209154,158312526,0.0000,1.0
2022-05-03,415.01,418.93,413.36,416.38,391.9638961556699,100028190,0.0000,1.0
2022-05-04,417.08,429.66,413.7099,429.06,403.90035372628785,141106960,0.0000,1.0
2022-05-05,424.55,425.0,409.44,413.81,389.54459836730337,172929106,0.0000,1.0
2022-05-06,411.1,414.8,405.73,411.34,387.2194366796514,151770811,0.0000,1.0
2022-05-09,405.1,406.41,396.5,398.17,374.8217122155317,155586067,0.0000,1.0
2022-05-10,404.49,406.08,394.82,399.09,375.68776434210645,132497200,0.0000,1.0
2022-05-11,398.07,404.04,391.96,392.75,369.71953555679755,142360992,0.0000,1.0
2022-05-12,389.37,395.8,385.15,392.34,369.3335775438674,125090753,0.0000,1.0
2022-05-13,396.71,403.18,395.61,401.72,378.1635437909019,104174421,0.0000,1.0
2022-05-16,399.98,403.97,397.6,400.09,376.629125349253,78622444,0.0000,1.0
2022-05-17,406.53,408.57,402.5824,408.32,384.37652643806894,83029710,0.0000,1.0
2022-05-18,403.5,403.8,390.55,391.86,368.8817242604371,117674545,0.0000,1.0
2022-05-19,388.62,394.14,387.11,389.46,366.6224578432854,98510715,0.0000,1.0
2022-05-20,393.25,397.03,380.54,389.63,366.78248921450034,131432197,0.0000,1.0
2022-05-23,392.83,397.73,390.38,396.92,373.6450109565985,76414878,0.0000,1.0
2022-05-24,392.56,395.15,386.96,393.89,370.79268710494455,91448831,0.0000,1.0
2022-05-25,392.31,399.45,391.89,397.37,374.06862340981445,91472866,0.0000,1.0
2022-05-26,398.67,407.04,398.45,405.31,381.54302980655785,82168339,0.0000,1.0
2022-05-27,407.91,415.3801,407.7,415.26,390.9095718276658,84768710,0.0000,1.0
2022-05-31,413.55,416.46,410.03,412.93,388.7162006810144,95936980,0.0000,1.0
2022-06-01,415.17,416.24,406.93,409.59,385.57205491714495,86585813,0.0000,1.0
2022-06-02,409.42,417.44,407.04,417.39,392.91467077288786,79609633,0.0000,1.0
2022-06-03,412.4,414.04,409.51,410.54,386.46634787393424,71874281,0.0000,1.0
2022-06-06,414.78,416.60900000000004,410.5523,411.79,387.64304913286736,57508858,0.0000,1.0
2022-06-07,408.1,416.22,407.61,415.74,391.36142511109614,59272373,0.0000,1.0
2022-06-08,413.93,415.82,410.38,411.22,387.10647335879383,64349966,0.0000,1.0
2022-06-09,409.34,411.74,401.44,401.44,377.89996270890083,86289796,0.0000,1.0
2022-06-10,394.88,395.7777,389.75,389.8,366.9425205857153,132893864,0.0000,1.0
2022-06-13,379.85,381.81,373.3,375.0,353.0103776799467,170004861,0.0000,1.0
2022-06-14,376.85,377.94,370.59,373.87,351.94663974187114,104011831,0.0000,1.0
2022-06-15,377.36,383.9,372.12,379.2,356.9640939099621,125666797,0.0000,1.0
2022-06-16,370.51,370.94,364.0799,366.65,345.15001327027323,134473288,0.0000,1.0
2022-06-17,365.51,369.38,362.17,365.86,345.89074294732757,111113904,1.5769,1.0
2022-06-21,371.89,376.525,371.81,375.07,354.59804558370456,76811861,0.0000,1.0
2022-06-22,370.62,378.72,370.18,374.39,353.95516113281025,90059424,0.0000,1.0
2022-06-23,376.64,378.83,372.89,378.06,357.4248463310191,79292135,0.0000,1.0
2022-06-24,381.4,390.09,381.365,390.08,368.7887744188857,98050333,0.0000,1.0
2022-06-27,391.05,391.36,387.44,388.59,367.3801011367791,66009617,0.0000,1.0
2022-06-28,390.23,393.16,380.53,380.65,359.8734797542782,86689824,0.0000,1.0
2022-06-29,381.23,382.27,378.42,380.34,359.5804000781352,65675999,0.0000,1.0
